date,All food,Beef and veal,Cereals and bakery products,Dairy products,Eggs,Fats and oils,Fish and seafood,Food at home,Food away from home,Fresh fruits,Fresh fruits and vegetables,Fresh vegetables,Fruits and vegetables,Meats,"Meats, poultry, and fish",Nonalcoholic beverages,Other foods,Other meats,Pork,Poultry,Processed fruits and vegetables,Sugar and sweets,log_All food,log_Beef and veal,log_Cereals and bakery products,log_Dairy products,log_Eggs,log_Fats and oils,log_Fish and seafood,log_Food at home,log_Food away from home,log_Fresh fruits,log_Fresh fruits and vegetables,log_Fresh vegetables,log_Fruits and vegetables,log_Meats,"log_Meats, poultry, and fish",log_Nonalcoholic beverages,log_Other foods,log_Other meats,log_Pork,log_Poultry,log_Processed fruits and vegetables,log_Sugar and sweets
2006-03-01,2.7,2.4,1.6,0.5,3.1,1.6,3.8,2.5,3.1,6.7,5.7,7.0,5.1,1.4,1.1,2.1,1.8,2.0,-1.4,-1.4,45.1,2.4,1.4350845252893227,2.1162555148025524,1.589235205116581,2.0149030205422647,3.091042453358316,1.6677068205580763,1.8718021769015913,1.7578579175523736,1.1474024528375417,2.5257286443082556,2.3561258599220753,2.501435951739211,2.0476928433652555,1.7833912195575383,1.547562508716013,1.5260563034950492,1.308332819650179,1.5040773967762742,1.589235205116581,0.5877866649021192,3.901972669574645,1.4586150226995167
2006-04-01,2.5,2.8,1.7,0.4,6.1,0.7,3.5,2.2,3.1,5.7,5.3,4.0,4.6,1.4,1.1,2.6,1.6,1.6,-1.4,-1.1,45.1,3.0,1.3862943611198906,2.163323025660538,1.6094379124341003,2.0014800002101243,3.2188758248682006,1.4816045409242156,1.824549292051046,1.7047480922384253,1.1474024528375417,2.4423470353692043,2.3174737054877963,2.2192034840549946,1.9810014688665833,1.7833912195575383,1.547562508716013,1.62924053973028,1.252762968495368,1.410986973710262,1.589235205116581,0.7419373447293773,3.901972669574645,1.589235205116581
2006-05-01,2.2,1.9,1.5,-0.5,4.9,-0.9,3.6,1.7,3.0,5.0,5.1,3.0,4.2,1.0,0.8,1.2,1.4,1.6,-1.3,-1.8,45.1,3.4,1.308332819650179,2.0541237336955462,1.5686159179138452,1.8718021769015913,3.1696855806774287,1.0296194171811583,1.840549633397487,1.6094379124341003,1.1151415906193203,2.379546134130174,2.2975725511705014,2.1041341542702074,1.9242486522741338,1.7137979277583433,1.4816045409242156,1.308332819650179,1.1939224684724346,1.410986973710262,1.6094379124341003,0.336472236621213,3.901972669574645,1.667706820558076
2006-06-01,2.3,1.1,1.7,-0.4,0.8,0.5,3.9,1.7,3.1,5.1,4.9,2.8,4.2,0.4,0.5,1.7,1.6,1.4,-1.3,-2.2,45.1,3.6,1.33500106673234,1.9459101490553132,1.6094379124341003,1.8870696490323797,2.9806186357439426,1.4350845252893227,1.8870696490323797,1.6094379124341003,1.1474024528375417,2.388762789235098,2.277267285009756,2.0794415416798357,1.9242486522741338,1.599387576580599,1.410986973710262,1.4350845252893227,1.252762968495368,1.3609765531356006,1.6094379124341003,0.0,3.901972669574645,1.7047480922384253
2006-07-01,2.05,1.25,1.85,-1.15,-1.7499999999999998,-0.35000000000000003,3.0,1.65,2.6500000000000004,4.0,3.4499999999999997,-0.44999999999999996,3.0,1.4000000000000001,1.45,0.5,1.5,1.6,-0.04999999999999999,0.0,45.1,2.7,1.2669476034873244,1.9671123567059163,1.6389967146756448,1.766441661243765,2.8419981736119486,1.208960345836975,1.7404661748405046,1.5993875765805987,0.9932517730102834,2.2823823856765264,2.116255514802552,1.5581446180465497,1.7316555451583497,1.7833912195575383,1.6193882432872684,1.0986122886681098,1.2237754316221157,1.410986973710262,1.8325814637483102,1.1631508098056809,3.901972669574645,1.5260563034950492
2006-08-01,2.0999999999999996,0.85,2.1500000000000004,-0.30000000000000004,-1.5,-0.39999999999999997,2.8,1.65,2.8,3.45,4.15,0.5,3.25,1.0,0.65,0.5,1.8,1.4,0.8,-0.19999999999999996,45.1,3.05,1.2809338454620642,1.9095425048844386,1.6956156086751528,1.9021075263969205,2.856470206220483,1.1939224684724346,1.7047480922384253,1.5993875765805987,1.047318994280559,2.224623551524334,2.1972245773362196,1.7404661748405044,1.7749523509116738,1.7137979277583433,1.4469189829363254,1.0986122886681098,1.308332819650179,1.3609765531356006,1.9600947840472698,1.0986122886681098,3.901972669574645,1.5993875765805987
2006-09-01,2.15,1.95,2.35,-0.5,0.4,-0.09999999999999999,3.3,1.75,2.85,4.35,3.8499999999999996,0.5499999999999999,3.4,1.65,1.75,0.8,1.65,1.15,0.9,0.6499999999999999,45.1,3.0,1.2947271675944,2.0605135317943173,1.7316555451583497,1.8718021769015913,2.9601050959108397,1.2809338454620642,1.791759469228055,1.6193882432872684,1.0647107369924285,2.3174737054877963,2.163323025660538,1.7491998548092589,1.80005827204275,1.824549292051046,1.6770965609079151,1.1939224684724346,1.2669476034873244,1.2947271675944,1.9740810260220096,1.3480731482996928,3.901972669574645,1.589235205116581
2006-10-01,2.2,0.8999999999999999,1.9,-0.6,0.4,-0.09999999999999999,4.1,1.9,2.85,4.9,4.1,3.55,3.8499999999999996,1.75,1.9,1.6,1.3,1.75,1.05,0.55,45.1,3.0,1.308332819650179,1.916922612182061,1.6486586255873816,1.8562979903656263,2.9601050959108397,1.2809338454620642,1.916922612182061,1.6486586255873816,1.0647107369924285,2.3702437414678603,2.191653532286764,2.169053700369523,1.8718021769015913,1.8405496333974871,1.7047480922384253,1.410986973710262,1.1631508098056809,1.4469189829363254,1.9947003132247452,1.3217558399823195,3.901972669574645,1.589235205116581
2006-11-01,2.5,1.75,2.0999999999999996,0.09999999999999998,-0.050000000000000044,0.7000000000000001,4.0,2.15,2.9000000000000004,5.2,4.5,4.95,4.2,1.5499999999999998,1.7,1.7000000000000002,1.1,2.1500000000000004,0.65,0.1499999999999999,45.1,2.9,1.3862943611198906,2.0347056478384444,1.6863989535702286,1.9600947840472698,2.9365129138940196,1.4816045409242156,1.9021075263969205,1.6956156086751526,1.0818051703517284,2.3978952727983707,2.2353763433005955,2.3174737054877963,1.9242486522741338,1.8082887711792655,1.667706820558076,1.4350845252893227,1.0986122886681098,1.536867219599265,1.9387416595767009,1.208960345836975,3.901972669574645,1.5686159179138452
2006-12-01,2.3,1.75,2.05,-0.7,4.9,0.2,3.65,1.85,3.0,4.85,4.25,2.95,3.8499999999999996,1.6,1.4,1.8,0.7999999999999999,2.8,-0.7000000000000001,-0.4,45.1,2.8499999999999996,1.33500106673234,2.0347056478384444,1.6770965609079151,1.840549633397487,3.1696855806774287,1.3609765531356008,1.8484548129046001,1.6389967146756448,1.1151415906193203,2.365559892155434,2.2082744135228043,2.098017927252771,1.8718021769015913,1.8164520818184267,1.6094379124341003,1.4586150226995167,0.9932517730102834,1.667706820558076,1.7227665977411035,1.0296194171811583,3.901972669574645,1.55814461804655
2007-01-01,2.3,1.5,2.2,0.0,16.6,-0.8,2.4,1.9,3.1,5.2,1.9,0.6,3.0,1.2,1.5,0.7,-0.3,3.3,-0.7,1.2,45.1,1.8,1.33500106673234,2.0014800002101243,1.7047480922384253,1.9459101490553132,3.56953269648137,1.0647107369924285,1.62924053973028,1.6486586255873816,1.1474024528375417,2.3978952727983707,1.9095425048844386,1.7578579175523734,1.7316555451583497,1.749199854809259,1.62924053973028,1.1631508098056809,0.47000362924573563,1.7578579175523736,1.7227665977411035,1.4816045409242156,3.901972669574645,1.308332819650179
2007-02-01,3.0,2.2,2.6,1.6,16.8,1.3,3.0,2.9,3.4,5.7,4.0,4.8,3.6,2.4,2.2,3.1,0.5,4.2,0.0,0.0,45.1,2.5,1.5040773967762742,2.0918640616783932,1.7749523509116738,2.151762203259462,3.5751506887855933,1.6094379124341003,1.7404661748405046,1.8245492920510458,1.2383742310432684,2.4423470353692043,2.180417459019838,2.302585092994046,1.8325814637483102,1.9387416595767009,1.7578579175523739,1.7227665977411035,0.8754687373538999,1.9021075263969205,1.840549633397487,1.1631508098056809,3.901972669574645,1.4816045409242156
2007-03-01,3.4,3.3,3.6,1.3,25.3,2.1,3.4,3.5,3.5,6.6,5.0,8.3,4.6,1.6,2.0,2.9,1.4,2.5,-0.8,1.4,45.1,2.5,1.589235205116581,2.2192034840549946,1.9315214116032138,2.1162555148025524,3.7887247890836524,1.7578579175523739,1.8082887711792655,1.916922612182061,1.2669476034873244,2.517696472610991,2.2874714551839976,2.6026896854443837,1.9810014688665833,1.8164520818184267,1.7227665977411035,1.6863989535702288,1.1939224684724346,1.6094379124341003,1.7047480922384253,1.5260563034950492,3.901972669574645,1.4816045409242156
2007-04-01,3.4,4.3,3.4,2.5,22.1,1.7,3.4,3.6,3.3,5.3,4.7,6.5,4.4,3.5,3.3,4.7,1.6,2.8,1.3,2.6,45.1,2.5,1.589235205116581,2.322387720290225,1.9021075263969203,2.2512917986064953,3.713572066704308,1.6863989535702288,1.8082887711792655,1.9315214116032138,1.2089603458369749,2.4069451083182885,2.256541154492639,2.4595888418037104,1.9530276168241774,2.0856720914304723,1.9315214116032138,1.9740810260220096,1.252762968495368,1.667706820558076,2.028148247292285,1.7578579175523739,3.901972669574645,1.4816045409242156
2007-05-01,3.4,5.7,3.8,2.2,19.1,1.3,4.0,3.5,3.4,5.0,4.9,5.5,4.4,3.2,3.6,2.7,1.9,2.6,-0.5,3.9,45.1,2.8,1.589235205116581,2.451005098112319,1.9600947840472698,2.2192034840549946,3.6375861597263857,1.6094379124341003,1.9021075263969205,1.916922612182061,1.2383742310432684,2.379546134130174,2.277267285009756,2.3702437414678603,1.9530276168241774,2.0476928433652555,1.9740810260220096,1.6486586255873816,1.33500106673234,1.62924053973028,1.7578579175523736,1.9600947840472698,3.901972669574645,1.5475625087160128
2007-06-01,3.6,5.0,3.9,3.5,21.3,1.9,4.7,3.8,3.4,6.5,5.1,4.2,4.5,4.0,4.2,3.7,1.8,2.6,2.5,4.3,45.1,2.7,1.62924053973028,2.388762789235098,1.9740810260220096,2.3513752571634776,3.6938669956249757,1.7227665977411035,2.0014800002101243,1.9600947840472698,1.2383742310432684,2.509599262378372,2.2975725511705014,2.240709689275958,1.9671123567059163,2.145931282948669,2.0541237336955462,1.824549292051046,1.308332819650179,1.62924053973028,2.174751721484161,2.0149030205422647,3.901972669574645,1.5260563034950492
2007-07-01,2.95,4.3,3.2,3.95,5.499999999999999,0.85,3.5,3.0,2.9,3.5,3.05,-0.75,2.9,3.9000000000000004,3.9,1.6500000000000001,1.9,2.1,2.5,4.4,45.1,2.2,1.4929040961781488,2.322387720290225,1.8718021769015913,2.3933394562625097,3.1945831322991562,1.5151272329628591,1.824549292051046,1.840549633397487,1.0818051703517284,2.2300144001592104,2.0668627594729756,1.4929040961781488,1.713797927758343,2.1341664413690826,2.0149030205422647,1.423108334242607,1.33500106673234,1.5260563034950492,2.174751721484161,2.0281482472922856,3.901972669574645,1.410986973710262
2007-08-01,3.0,3.6500000000000004,3.3,6.1,11.65,1.55,3.2,3.05,3.2,1.8,3.4,-0.25,2.95,2.8,2.75,1.9,1.85,1.6,2.15,4.65,45.1,2.6,1.5040773967762742,2.256541154492639,1.8870696490323797,2.5726122302071057,3.4193646856176043,1.6582280766035324,1.7749523509116738,1.8484548129046001,1.1786549963416462,2.028148247292285,2.1102132003465894,1.5993875765805987,1.7227665977411035,1.9947003132247452,1.8484548129046001,1.4816045409242156,1.3217558399823195,1.410986973710262,2.134166441369082,2.0605135317943173,3.901972669574645,1.5040773967762742
2007-09-01,3.15,3.9,3.6,7.1,14.350000000000001,1.8,3.15,3.2,3.35,2.75,0.0,-1.6999999999999997,2.95,3.05,3.2,2.55,2.05,1.6,1.7,4.95,45.1,2.5,1.536867219599265,2.2823823856765264,1.9315214116032138,2.6461747973841225,3.5040547671018634,1.7047480922384253,1.766441661243765,1.8718021769015913,1.2237754316221159,2.145931282948669,1.5789787049493917,1.2527629684953678,1.7227665977411035,2.028148247292285,1.916922612182061,1.6193882432872684,1.3737155789130304,1.410986973710262,2.0794415416798357,2.0980179272527715,3.901972669574645,1.4816045409242156
2007-10-01,3.3499999999999996,4.15,3.25,7.15,17.9,1.6500000000000001,3.3000000000000003,3.4,3.6500000000000004,2.9000000000000004,0.6000000000000001,-0.7500000000000001,3.0999999999999996,2.95,3.3499999999999996,3.05,1.85,1.3,1.25,4.9,45.1,2.75,1.5789787049493917,2.307572634505085,1.8794650496471605,2.649714624089247,3.6054978451748854,1.6770965609079154,1.791759469228055,1.9021075263969203,1.308332819650179,2.163323025660538,1.6956156086751526,1.4929040961781488,1.749199854809259,2.0149030205422647,1.9387416595767006,1.713797927758343,1.3217558399823195,1.33500106673234,2.0215475632609334,2.0918640616783932,3.901972669574645,1.536867219599265
2007-11-01,3.55,3.45,3.5,7.6,16.7,2.7,3.5,3.6500000000000004,3.6,2.95,3.25,1.1,3.3,2.8499999999999996,3.3,3.0,1.85,1.9500000000000002,1.6,4.550000000000001,45.1,2.5,1.6193882432872684,2.235376343300596,1.916922612182061,2.681021528714291,3.5723456378579845,1.8562979903656263,1.824549292051046,1.9387416595767009,1.2947271675944003,2.169053700369523,2.0918640616783932,1.840549633397487,1.7833912195575383,2.0014800002101243,1.9315214116032138,1.7047480922384253,1.3217558399823195,1.4929040961781488,2.066862759472976,2.047692843365256,3.901972669574645,1.4816045409242156
2007-12-01,3.6,3.95,3.65,7.5,19.200000000000003,2.3,3.4,3.6500000000000004,3.7,3.8499999999999996,3.45,2.65,3.35,2.8,3.05,2.3,1.55,2.45,0.55,3.9000000000000004,45.1,2.6,1.62924053973028,2.2874714551839976,1.9387416595767006,2.6741486494265287,3.6402142821326553,1.791759469228055,1.8082887711792655,1.9387416595767009,1.3217558399823195,2.2669579153508943,2.1162555148025524,2.060513531794317,1.791759469228055,1.9947003132247452,1.8946168546677629,1.5686159179138452,1.2383742310432684,1.599387576580599,1.9242486522741338,1.9600947840472698,3.901972669574645,1.5040773967762742
2008-01-01,3.3,2.3,3.3,7.1,19.7,1.8,2.3,3.4,3.7,4.0,2.7,0.9,2.8,1.5,1.8,0.1,1.1,2.7,-1.5,2.5,45.1,2.2,1.5686159179138452,2.1041341542702074,1.8870696490323797,2.6461747973841225,3.653252276470785,1.7047480922384253,1.6094379124341003,1.9021075263969203,1.3217558399823195,2.2823823856765264,2.0215475632609334,1.8082887711792655,1.6956156086751526,1.8000582720427503,1.6863989535702288,0.9555114450274363,1.0986122886681098,1.6486586255873816,1.5686159179138452,1.7404661748405046,3.901972669574645,1.410986973710262
2008-02-01,4.1,2.5,4.0,8.2,21.8,5.1,2.8,4.6,3.8,5.2,3.9,3.4,3.8,1.9,2.6,2.9,1.6,2.5,-0.1,4.1,45.1,2.6,1.7227665977411035,2.128231705849268,1.9878743481543455,2.7212954278522306,3.7062280924485496,2.174751721484161,1.7047480922384253,2.0668627594729756,1.3480731482996928,2.3978952727983707,2.169053700369523,2.151762203259462,1.864080130807681,1.864080130807681,1.824549292051046,1.6863989535702288,1.252762968495368,1.6094379124341003,1.824549292051046,1.9878743481543455,3.901972669574645,1.5040773967762742
2008-03-01,4.1,2.8,6.0,8.3,22.3,6.8,2.9,4.5,3.9,4.1,3.5,2.2,3.4,1.3,1.9,2.9,2.5,2.4,-2.1,3.7,45.1,2.9,1.7227665977411035,2.163323025660538,2.2300144001592104,2.72785282839839,3.7184382563554808,2.3513752571634776,1.7227665977411035,2.0541237336955462,1.3737155789130306,2.292534757140544,2.122261538862764,2.001480000210124,1.80005827204275,1.7664416612437652,1.7047480922384253,1.6863989535702288,1.4816045409242156,1.589235205116581,1.4350845252893225,1.9315214116032138,3.901972669574645,1.5686159179138452
2008-04-01,4.0,3.1,6.9,6.7,22.7,5.8,2.5,4.3,4.0,3.7,3.5,2.3,3.4,1.4,1.8,3.0,2.8,2.4,-2.6,3.2,45.1,3.3,1.7047480922384253,2.1972245773362196,2.322387720290225,2.617395832834079,3.7281001672672174,2.2512917986064953,1.6486586255873816,2.028148247292285,1.3987168811184478,2.2512917986064953,2.122261538862764,2.0149030205422647,1.80005827204275,1.7833912195575383,1.6863989535702288,1.7047480922384253,1.5475625087160128,1.589235205116581,1.3083328196501787,1.8562979903656263,3.901972669574645,1.6486586255873816
2008-05-01,4.7,1.4,8.0,7.7,20.2,9.9,3.5,5.1,3.9,4.7,3.7,2.4,3.9,1.4,2.4,3.8,3.8,2.5,0.0,3.6,45.1,4.1,1.824549292051046,1.9878743481543455,2.424802725718295,2.6878474937846906,3.66612246699132,2.6100697927420065,1.824549292051046,2.128231705849268,1.3737155789130306,2.3513752571634776,2.145931282948669,2.028148247292285,1.8794650496471605,1.7833912195575383,1.791759469228055,1.840549633397487,1.7404661748405046,1.6094379124341003,1.840549633397487,1.916922612182061,3.901972669574645,1.791759469228055
2008-06-01,4.9,3.1,10.9,7.2,14.6,10.8,4.2,5.3,4.0,5.4,4.0,2.6,4.3,1.6,2.6,3.2,4.2,1.6,-0.2,4.2,45.1,4.4,1.8562979903656263,2.1972245773362196,2.653241964607215,2.653241964607215,3.5115454388310208,2.6741486494265287,1.9315214116032138,2.151762203259462,1.3987168811184478,2.4159137783010487,2.180417459019838,2.054123733695546,1.9387416595767006,1.8164520818184267,1.824549292051046,1.7404661748405046,1.8082887711792657,1.410986973710262,1.8082887711792655,2.0014800002101243,3.901972669574645,1.8405496333974871
2008-07-01,4.3,3.75,9.399999999999999,4.9,2.8999999999999995,7.449999999999999,3.5,4.05,3.55,3.65,3.0,1.45,2.9499999999999997,2.95,3.1,1.4500000000000002,3.5,0.95,1.2000000000000002,3.3,45.1,3.3499999999999996,1.7578579175523736,2.2669579153508947,2.5416019934645457,2.4765384001174837,3.0819099697950434,2.4114394979061275,1.824549292051046,1.9947003132247452,1.2809338454620642,2.2460147415056513,2.060513531794317,1.8946168546677626,1.7227665977411035,2.0149030205422647,1.9021075263969205,1.3737155789130306,1.6863989535702288,1.2383742310432684,2.0149030205422647,1.8718021769015913,3.901972669574645,1.6582280766035324
2008-08-01,4.95,4.2,10.9,6.55,5.85,8.95,3.8,4.6,4.050000000000001,3.1500000000000004,3.45,2.7,3.4,3.3499999999999996,3.1500000000000004,1.8,3.65,1.2000000000000002,2.15,3.8,45.1,3.7,1.864080130807681,2.312535423847214,2.653241964607215,2.60638654732571,3.2088254890146994,2.537657215173529,1.8718021769015913,2.0668627594729756,1.4109869737102623,2.191653532286764,2.1162555148025524,2.0668627594729756,1.80005827204275,2.066862759472976,1.9095425048844386,1.4586150226995167,1.713797927758343,1.308332819650179,2.134166441369082,1.9459101490553132,3.901972669574645,1.7227665977411037
2008-09-01,5.199999999999999,5.75,10.2,6.55,3.9999999999999996,9.5,4.35,6.4,4.05,4.25,3.6500000000000004,2.35,3.8499999999999996,4.55,4.45,2.0500000000000003,4.25,1.65,2.65,4.65,45.1,3.7,1.9021075263969203,2.4553061800117097,2.6026896854443837,2.60638654732571,3.131136910560194,2.580216829592325,1.9530276168241774,2.272125885509337,1.410986973710262,2.307572634505085,2.1400661634962708,2.021547563260933,1.8718021769015913,2.2082744135228043,2.0856720914304723,1.5151272329628591,1.8164520818184267,1.423108334242607,2.191653532286764,2.0605135317943173,3.901972669574645,1.7227665977411037
2008-10-01,5.75,4.85,9.35,5.8500000000000005,5.7,10.15,6.6,6.6,4.35,4.5,3.55,2.0,4.1,4.85,4.9,2.85,4.35,2.75,3.4,4.65,45.1,4.4,1.9810014688665833,2.3749057545736716,2.537657215173529,2.553343811341229,3.202746442938317,2.6282852326333477,2.23001440015921,2.292534757140544,1.4816045409242153,2.33214389523559,2.128231705849268,1.9740810260220096,1.9095425048844386,2.2407096892759584,2.1400661634962708,1.6770965609079151,1.8325814637483102,1.6582280766035324,2.272125885509337,2.0605135317943173,3.901972669574645,1.8405496333974871
2008-11-01,5.85,5.85,9.8,5.55,4.1,11.25,6.85,6.65,4.5,4.2,3.7,2.6,4.3,4.8,4.9,3.4000000000000004,4.55,4.1,2.75,4.35,45.1,4.5,1.9947003132247452,2.463853240590168,2.572612230207106,2.529720665577793,3.1354942159291497,2.7047112998366956,2.2565411544926386,2.2975725511705014,1.5151272329628591,2.302585092994046,2.145931282948669,2.054123733695546,1.9387416595767006,2.2353763433005955,2.1400661634962708,1.7749523509116738,1.864080130807681,1.8870696490323797,2.2027647577118348,2.0215475632609334,3.901972669574645,1.8562979903656263
2008-12-01,5.25,4.35,9.100000000000001,5.65,4.85,10.3,5.05,6.05,4.65,3.65,3.75,3.1999999999999997,4.2,3.85,4.05,3.15,4.55,4.5,2.1,4.3,45.1,4.85,1.9095425048844386,2.327277705584417,2.517696472610991,2.5376572151735295,3.1675825304806504,2.6390573296152584,2.0476928433652555,2.2353763433005955,1.547562508716013,2.2460147415056513,2.151762203259462,2.128231705849268,1.9242486522741338,2.128231705849268,2.0347056478384444,1.7316555451583497,1.864080130807681,1.9459101490553132,2.128231705849268,2.0149030205422647,3.901972669574645,1.9095425048844386
2009-01-01,4.8,4.8,7.6,1.5,-4.6,6.8,6.8,3.7,4.8,2.4,2.4,1.9,2.6,3.8,3.8,2.7,4.2,5.5,0.6,3.6,45.1,4.6,1.840549633397487,2.3702437414678603,2.388762789235098,2.1400661634962708,2.6602595372658615,2.3513752571634776,2.2512917986064953,1.9459101490553132,1.5789787049493917,2.1041341542702074,1.9810014688665833,1.9600947840472698,1.6582280766035324,2.122261538862764,2.0014800002101243,1.6486586255873816,1.8082887711792657,2.0794415416798357,1.9315214116032136,1.916922612182061,3.901972669574645,1.8718021769015913
2009-02-01,4.8,2.1,7.5,1.1,-3.4,6.6,6.9,5.0,4.7,0.6,2.2,3.3,2.8,3.0,3.4,3.9,5.3,6.0,1.1,3.1,45.1,10.2,1.840549633397487,2.0794415416798357,2.379546134130174,2.0918640616783932,2.740840023925201,2.33214389523559,2.2617630984737906,2.1162555148025524,1.55814461804655,1.856297990365626,1.9530276168241774,2.1400661634962708,1.6956156086751526,2.0215475632609334,1.9459101490553132,1.8562979903656263,1.9740810260220096,2.1400661634962708,2.0014800002101243,1.8405496333974871,3.901972669574645,2.4932054526026954
2009-03-01,4.0,3.7,6.5,-3.8,-6.4,5.6,5.9,3.1,4.6,-0.9,1.5,0.9,2.2,3.1,3.1,3.4,5.5,5.9,0.3,2.7,45.1,9.6,1.7047480922384253,2.2617630984737906,2.2823823856765264,1.1631508098056809,2.525728644308255,2.2300144001592104,2.1517622032594623,1.8562979903656263,1.5368672195992648,1.589235205116581,1.8484548129046001,1.8082887711792655,1.5789787049493917,2.0347056478384444,1.9021075263969205,1.7749523509116738,2.0014800002101243,2.128231705849268,1.8870696490323797,1.7749523509116738,3.901972669574645,2.4423470353692043
2009-04-01,3.3,1.1,5.6,-5.6,-10.3,5.2,5.2,2.4,4.3,-3.2,0.6,-0.7,1.5,1.7,2.3,4.0,5.0,5.2,0.6,2.8,45.1,9.2,1.5686159179138452,1.9459101490553132,2.186051276738094,0.33647223662121317,2.151762203259462,2.186051276738094,2.066862759472976,1.7404661748405044,1.4701758451005926,0.9555114450274362,1.6956156086751526,1.504077396776274,1.423108334242607,1.8325814637483102,1.7749523509116738,1.8718021769015913,1.9315214116032138,2.0412203288596382,1.9315214116032136,1.791759469228055,3.901972669574645,2.4069451083182885
2009-05-01,2.7,1.0,4.6,-6.0,-9.7,3.3,4.8,1.7,4.2,-4.0,0.1,-1.1,1.2,0.8,1.9,2.5,4.5,4.3,-1.3,3.5,45.1,8.3,1.4350845252893227,1.9315214116032138,2.0668627594729756,0.0,2.2192034840549946,1.9459101490553132,2.0149030205422647,1.6094379124341003,1.4469189829363254,0.587786664902119,1.5993875765805987,1.410986973710262,1.3480731482996928,1.6770965609079154,1.7047480922384253,1.6094379124341003,1.8562979903656263,1.916922612182061,1.6094379124341003,1.9021075263969205,3.901972669574645,2.3223877202902257
2009-06-01,2.4,0.4,4.1,-5.9,-15.9,3.2,5.0,1.4,4.0,-4.2,-0.6,-2.8,0.7,0.4,1.5,2.4,4.2,2.5,-0.3,2.8,45.1,6.0,1.3609765531356006,1.8405496333974871,2.001480000210124,0.09531017980432453,1.0986122886681091,1.9315214116032138,2.0412203288596382,1.5475625087160128,1.3987168811184478,0.47000362924573535,1.4469189829363254,0.8754687373538997,1.2089603458369749,1.599387576580599,1.62924053973028,1.589235205116581,1.8082887711792657,1.6094379124341003,1.791759469228055,1.791759469228055,3.901972669574645,2.066862759472976
2009-07-01,2.0,1.05,2.9,-4.55,-13.45,1.9500000000000002,4.1,1.2,2.9000000000000004,-3.1999999999999997,1.4000000000000001,-2.6500000000000004,1.55,1.05,1.7,1.3,2.85,1.2000000000000002,-0.4,2.25,45.1,3.8,1.252762968495368,1.9387416595767009,1.8245492920510458,0.8960880245566357,1.6956156086751526,1.7316555451583497,1.916922612182061,1.5040773967762742,1.0818051703517284,0.9555114450274363,1.8325814637483102,0.9360933591703343,1.4350845252893227,1.7227665977411037,1.667706820558076,1.33500106673234,1.55814461804655,1.308332819650179,1.7749523509116736,1.6956156086751528,3.901972669574645,1.7404661748405046
2009-08-01,1.8,-2.0,2.5999999999999996,-4.45,-12.2,1.95,4.15,0.8500000000000001,2.75,-4.199999999999999,-1.8499999999999999,-2.05,1.6,-0.3,0.25,1.15,2.55,0.9,-0.25,1.4,45.1,3.45,1.1939224684724346,1.3609765531356008,1.7749523509116736,0.9360933591703348,1.9021075263969203,1.7316555451583497,1.924248652274134,1.423108334242607,1.0296194171811581,0.4700036292457359,1.0986122886681098,1.1474024528375415,1.4469189829363254,1.4469189829363254,1.3480731482996928,1.2947271675944,1.4929040961781488,1.2237754316221157,1.80005827204275,1.5260563034950492,3.901972669574645,1.6770965609079154
2009-09-01,1.5499999999999998,0.7,2.5,-4.1,-9.4,1.8499999999999999,3.6999999999999997,0.8,2.6,-3.45,-3.15,-3.45,1.3499999999999999,0.6499999999999999,1.15,1.4000000000000001,2.8,1.25,-1.05,1.9500000000000002,45.1,3.1500000000000004,1.1151415906193203,1.88706964903238,1.7578579175523736,1.0647107369924285,2.251291798606495,1.713797927758343,1.856297990365626,1.410986973710262,0.974559639998131,0.8544153281560675,0.5306282510621703,0.5596157879354222,1.3862943611198906,1.6486586255873816,1.55814461804655,1.3609765531356008,1.5475625087160128,1.3217558399823195,1.6582280766035324,1.6389967146756448,3.901972669574645,1.6193882432872686
2009-10-01,1.35,-0.25,1.55,-3.9,-10.5,1.55,2.9499999999999997,0.6,2.6,-3.5500000000000003,-3.8499999999999996,-4.199999999999999,1.0,0.0,0.75,1.7000000000000002,2.5,1.4000000000000001,-1.6,1.35,45.1,3.65,1.0473189942805592,1.7316555451583497,1.5789787049493917,1.1314021114911006,2.128231705849268,1.6582280766035324,1.7316555451583495,1.3609765531356006,0.974559639998131,0.8109302162163285,0.0,0.0,1.2947271675944,1.5151272329628591,1.4701758451005926,1.4350845252893227,1.4816045409242156,1.3609765531356008,1.5475625087160128,1.5151272329628591,3.901972669574645,1.713797927758343
2009-11-01,1.55,-0.5499999999999999,1.8,-3.25,-10.65,1.9500000000000002,2.0,0.6499999999999999,2.5,-3.15,-3.0999999999999996,-3.85,0.75,-0.45,0.15,1.55,2.5,2.2,-2.3,0.7999999999999999,45.1,3.5,1.1151415906193203,1.6770965609079154,1.62924053973028,1.3217558399823195,2.1102132003465894,1.7316555451583497,1.547562508716013,1.3737155789130304,0.9360933591703348,0.9745596399981308,0.5596157879354227,0.3001045924503375,1.2237754316221157,1.410986973710262,1.3217558399823195,1.3987168811184478,1.4816045409242156,1.547562508716013,1.3862943611198906,1.3862943611198906,3.901972669574645,1.6863989535702288
